"","BIDU.Open","BIDU.High","BIDU.Low","BIDU.Close","BIDU.Volume","BIDU.Adjusted"
"2009-12-11",42.458,42.497002,41.700001,41.810001,6951000,41.810001
"2009-12-14",42.025002,42.495998,41.637001,42.451,7745000,42.451
"2009-12-15",42.245998,42.98,42.169998,42.400002,10578000,42.400002
"2009-12-16",42.630001,42.917999,42.352001,42.625999,7677000,42.625999
"2009-12-17",42.216,42.509998,41.497002,41.584,13356000,41.584
"2009-12-18",41.720001,41.957001,41.129002,41.439999,13502000,41.439999
"2009-12-21",41.521,41.787998,40.569,40.737999,11352000,40.737999
"2009-12-22",40.851002,41.049999,39.456001,39.881001,16771000,39.881001
"2009-12-23",40.014,41.497002,40.001999,41.419998,13626000,41.419998
"2009-12-24",41.59,42.181,41.415001,41.598999,7955000,41.598999
"2009-12-28",41.849998,42.644001,41.766998,42.429001,11083000,42.429001
"2009-12-29",42.648998,42.674999,41.810001,41.963001,7871000,41.963001
"2009-12-30",41.688,41.990002,41.424999,41.623001,7273000,41.623001
"2009-12-31",41.771,41.900002,41.040001,41.123001,6715000,41.123001
"2010-01-04",41.598,41.700001,40.779999,41.002998,13461000,41.002998
"2010-01-05",41.054001,41.200001,40.243999,40.59,15720000,40.59
"2010-01-06",41.900002,42.009998,40.929001,41.25,23432000,41.25
"2010-01-07",41.040001,41.154999,40.205002,40.463001,14326000,40.463001
"2010-01-08",40.002998,40.799999,39.599998,40.426998,16701000,40.426998
"2010-01-11",40.577,40.710999,39.779999,40.056999,12211000,40.056999
"2010-01-12",39.412998,39.571999,38.466,38.648998,30952000,38.648998
"2010-01-13",44.271999,44.32,42.497002,43.948002,120699000,43.948002
"2010-01-14",44.060001,46.794998,43.435001,46.423,60247000,46.423
"2010-01-15",46.290001,47.025002,45.858002,46.768002,46440000,46.768002
"2010-01-19",45,45.202,42.909,44.084,55308000,44.084
"2010-01-20",43.368,44.729,43.338001,43.966999,18411000,43.966999
"2010-01-21",43.764,44.299999,43.402,43.997002,12017000,43.997002
"2010-01-22",43.181,43.200001,41.5,41.689999,23878000,41.689999
"2010-01-25",42.092999,42.400002,41.310001,41.515999,10405000,41.515999
"2010-01-26",41.459999,42.360001,40.921001,41.938,13982000,41.938
"2010-01-27",42.271,42.569,41.610001,42.436001,14334000,42.436001
"2010-01-28",42.740002,42.900002,41.702,41.785,10451000,41.785
"2010-01-29",42.012001,42.398998,40.673,41.171001,12734000,41.171001
"2010-02-01",41.778,42.979,41.681,42.568001,16950000,42.568001
"2010-02-02",42.845001,42.849998,42.310001,42.618,9851000,42.618
"2010-02-03",43.748001,45.098999,43.5,44.978001,30605000,44.978001
"2010-02-04",44.407001,44.846001,43.790001,44.085999,15422000,44.085999
"2010-02-05",44.300999,44.924,43.915001,44.880001,17787000,44.880001
"2010-02-08",44.591999,45.290001,44.171001,44.323002,11812000,44.323002
"2010-02-09",44.730999,44.904999,43.238998,43.500999,28057000,43.500999
"2010-02-10",47.188,48.293999,46.500999,48.213001,56471000,48.213001
"2010-02-11",48.18,48.926998,48.155998,48.745998,21930000,48.745998
"2010-02-12",48.299999,48.926998,48.251999,48.799999,12157000,48.799999
"2010-02-16",49.25,49.396,48.685001,48.946999,12051000,48.946999
"2010-02-17",48.896,48.901001,48.495998,48.751999,6157000,48.751999
"2010-02-18",48.749001,49.888,48.611,49.759998,11542000,49.759998
"2010-02-19",49.686001,50.035,49.360001,50.014999,11400000,50.014999
"2010-02-22",50.153,50.966,50.116001,50.715,16393000,50.715
"2010-02-23",50.348,50.709999,49.799999,50.169998,11454000,50.169998
"2010-02-24",50.195,50.650002,49.859001,50.547001,8698000,50.547001
"2010-02-25",50.221001,50.887001,49.535,50.887001,9821000,50.887001
"2010-02-26",50.973999,51.868999,50.827,51.868,10963000,51.868
"2010-03-01",52.008999,52.325001,51.567001,52.291,10265000,52.291
"2010-03-02",52.446999,52.479,51.537998,51.888,9973000,51.888
"2010-03-03",51.465,51.806999,51.250999,51.702,7366000,51.702
"2010-03-04",51.799999,52.5,51.487999,52.377998,8266000,52.377998
"2010-03-05",51.990002,52.498001,51.577999,52.075001,12167000,52.075001
"2010-03-08",52.376999,53.662998,52.216999,53.432999,14640000,53.432999
"2010-03-09",53.34,54.432999,53.334999,53.91,15209000,53.91
"2010-03-10",54.208,55.150002,54.154999,54.917,16692000,54.917
"2010-03-11",54.848999,55.637001,54.537998,55.41,16120000,55.41
"2010-03-12",55.849998,55.946999,54.976002,55.023998,14479000,55.023998
"2010-03-15",57.048,62.849998,56.32,57.683998,52023000,57.683998
"2010-03-16",58.208,58.799999,57.153,57.316002,24322000,57.316002
"2010-03-17",57.528,57.799,56.400002,56.695,14765000,56.695
"2010-03-18",56.507,57,56.076,56.466,9865000,56.466
"2010-03-19",56.965,58.380001,56.849998,56.965,18971000,56.965
"2010-03-22",57.042999,58.578999,56.400002,57.972,32499000,57.972
"2010-03-23",59.101002,60.319,58.75,59.487999,36701000,59.487999
"2010-03-24",59.585999,61.344002,59.5,60.849998,32518000,60.849998
"2010-03-25",61.213001,61.349998,59.067001,59.198002,25624000,59.198002
"2010-03-26",58.848999,59.846001,58.525002,59.637001,13638000,59.637001
"2010-03-29",59.737,60.741001,59.502998,60.349998,9267000,60.349998
"2010-03-30",60.254002,60.715,59.619999,59.82,9723000,59.82
"2010-03-31",59.544998,59.849998,59.299999,59.700001,6595000,59.700001
"2010-04-01",60.366001,60.366001,59.75,60,10333000,60
"2010-04-05",60.23,60.450001,59.700001,60.130001,6731000,60.130001
"2010-04-06",59.832001,61.941002,59.674999,61.941002,16733000,61.941002
"2010-04-07",61.855999,62.755001,61.596001,61.773998,14933000,61.773998
"2010-04-08",61.568001,62.275002,61.146999,61.985001,10568000,61.985001
"2010-04-09",62.231998,62.743,62.015999,62.547001,10592000,62.547001
"2010-04-12",62.556999,62.950001,62.200001,62.616001,6534000,62.616001
"2010-04-13",62.743,63.040001,62.354,62.666,8849000,62.666
"2010-04-14",63.127998,63.959999,63,63.765999,13636000,63.765999
"2010-04-15",63.944,65,63.823002,64.896004,17097000,64.896004
"2010-04-16",64.345001,64.5,63.005001,63.237,16046000,63.237
"2010-04-19",62.728001,63.074001,60.220001,61.349998,19733000,61.349998
"2010-04-20",62.082001,63.584,61.985001,63.584,14522000,63.584
"2010-04-21",63.625999,63.679001,62.5,62.997002,8803000,62.997002
"2010-04-22",62.5,64.193001,62.325001,64.003998,8248000,64.003998
"2010-04-23",64.245003,64.777,64.070999,64.575996,8498000,64.575996
"2010-04-26",64.824997,65.150002,63.714001,64.084999,9019000,64.084999
"2010-04-27",63.195999,63.200001,61.549999,62.011002,12931000,62.011002
"2010-04-28",62.618999,62.789001,62,62.138,16107000,62.138
"2010-04-29",70.795998,71.800003,70.099998,70.987,36906000,70.987
"2010-04-30",70.849998,71.644997,68.767998,68.896004,14952000,68.896004
"2010-05-03",69.696999,71.199997,69.500999,70.899002,10427000,70.899002
"2010-05-04",70.211998,70.300003,68.654999,69.300003,12904000,69.300003
"2010-05-05",68.549004,69.888,67.153999,68.953003,14361000,68.953003
"2010-05-06",68.518997,69.459999,62.5,66.802002,17337000,66.802002
"2010-05-07",66.689003,67.123001,63,63.949001,17058000,63.949001
"2010-05-10",66.745003,69.478996,66.744003,69.477997,17210000,69.477997
"2010-05-11",68.498001,71.667,68.122002,71.417,20933000,71.417
"2010-05-12",74.260002,78.360001,72.82,78.209999,41843500,78.209999
"2010-05-13",80.919998,82.290001,75,75.639999,58873900,75.639999
"2010-05-14",73.919998,74.809998,72.279999,73.980003,19574000,73.980003
"2010-05-17",74.139999,75.099998,71.639999,73.18,15382100,73.18
"2010-05-18",74.720001,75.25,71.419998,71.57,12508000,71.57
"2010-05-19",70.199997,71.980003,68.360001,70.129997,13591500,70.129997
"2010-05-20",67.639999,69.620003,66.82,67.580002,15770500,67.580002
"2010-05-21",66.18,71.629997,66.029999,70.849998,20711800,70.849998
"2010-05-24",72.449997,73.349998,70.940002,71,10656700,71
"2010-05-25",67.18,69.459999,66.43,69.080002,15889000,69.080002
"2010-05-26",71.760002,72.099998,67.57,67.589996,12458900,67.589996
"2010-05-27",70.489998,73.510002,69.559998,73.5,14046900,73.5
"2010-05-28",74.199997,74.199997,72.120003,73.209999,10411000,73.209999
"2010-06-01",72.849998,75.599998,72.129997,73.559998,11877200,73.559998
"2010-06-02",74.660004,76,73.370003,75.980003,9430700,75.980003
"2010-06-03",77.32,77.970001,74.919998,76.660004,14220800,76.660004
"2010-06-04",75.599998,76.239998,73.150002,73.199997,9111200,73.199997
"2010-06-07",74.040001,74.230003,69.230003,69.809998,10300400,69.809998
"2010-06-08",71.029999,71.720001,68.709999,70.489998,10859800,70.489998
"2010-06-09",72.300003,72.339996,66.849998,67.400002,14883600,67.400002
"2010-06-10",69.139999,72.720001,68.419998,72.629997,15011000,72.629997
"2010-06-11",71.440002,73.349998,71.220001,72.849998,8567800,72.849998
"2010-06-14",74.230003,74.949997,72.800003,72.93,8254300,72.93
"2010-06-15",73.5,75.400002,73.199997,75.370003,8277700,75.370003
"2010-06-16",74.940002,76.730003,74.419998,74.809998,9775100,74.809998
"2010-06-17",75.330002,75.349998,71.919998,72.470001,11769400,72.470001
"2010-06-18",72.370003,74.879997,71.599998,74.089996,12006300,74.089996
"2010-06-21",77.089996,78.589996,75.650002,76.360001,20528300,76.360001
"2010-06-22",77.419998,77.519997,75.07,75.68,12274500,75.68
"2010-06-23",75.93,76.620003,74.25,76.190002,9863600,76.190002
"2010-06-24",75.900002,75.910004,73.519997,73.800003,10590200,73.800003
"2010-06-25",74.260002,76.279999,73.389999,76.099998,8867700,76.099998
"2010-06-28",76.010002,76.470001,74.25,74.440002,7552300,74.440002
"2010-06-29",71.860001,72.879997,66.440002,67.57,24171900,67.57
"2010-06-30",67.980003,70.349998,67.68,68.080002,15191200,68.080002
"2010-07-01",69.349998,69.879997,65.900002,68.550003,11540100,68.550003
"2010-07-02",69.379997,69.410004,67.160004,67.550003,6293500,67.550003
"2010-07-06",69.199997,70.059998,66.849998,67.449997,9658200,67.449997
"2010-07-07",67.519997,72.440002,67.25,72.370003,12808300,72.370003
"2010-07-08",73.300003,73.75,71.099998,72.43,11403400,72.43
"2010-07-09",70.199997,71.839996,70.080002,71.199997,14945000,71.199997
"2010-07-12",70.68,71.779999,70.349998,70.730003,8280100,70.730003
"2010-07-13",72.160004,74.800003,71.389999,74.379997,13455900,74.379997
"2010-07-14",75.139999,75.480003,73.989998,75.029999,9501900,75.029999
"2010-07-15",75.010002,75.860001,74.110001,75.639999,8528600,75.639999
"2010-07-16",75.230003,75.699997,73.290001,73.529999,10384900,73.529999
"2010-07-19",71.669998,73.389999,70.379997,72.900002,15400600,72.900002
"2010-07-20",71.260002,74.230003,70.75,74.040001,9721000,74.040001
"2010-07-21",74.980003,76.580002,73,73.309998,18796800,73.309998
"2010-07-22",76.379997,76.459999,72.300003,74.449997,19747500,74.449997
"2010-07-23",75.400002,78.220001,74.5,78.059998,13308300,78.059998
"2010-07-26",78.870003,80.870003,78.300003,80.370003,13939300,80.370003
"2010-07-27",80.730003,81.989998,80.110001,81.07,10737400,81.07
"2010-07-28",80.779999,81.18,78.879997,79.400002,7746700,79.400002
"2010-07-29",80.089996,80.459999,77.639999,79.199997,9387900,79.199997
"2010-07-30",79.400002,81.550003,78.300003,81.410004,12327800,81.410004
"2010-08-02",83.029999,84.980003,82.900002,84.599998,13600000,84.599998
"2010-08-03",84.620003,85.349998,82.800003,84.790001,10146900,84.790001
"2010-08-04",85.410004,86.910004,85.07,86.599998,11704500,86.599998
"2010-08-05",86.260002,86.459999,84.849998,85.57,8026600,85.57
"2010-08-06",84.639999,86.599998,84.330002,86.529999,8692300,86.529999
"2010-08-09",87.449997,88,86.699997,87.559998,8792800,87.559998
"2010-08-10",86.510002,88.32,85.620003,87.870003,9241200,87.870003
"2010-08-11",85.75,86.349998,83.440002,84.230003,11797200,84.230003
"2010-08-12",81.849998,84.110001,80.099998,82.650002,12296600,82.650002
"2010-08-13",82.760002,83.5,82.040001,82.830002,6509900,82.830002
"2010-08-16",82.309998,85.269997,82.110001,84.349998,7411800,84.349998
"2010-08-17",85.769997,86.050003,84.300003,84.43,7173200,84.43
"2010-08-18",84.660004,84.800003,82.800003,82.919998,7654500,82.919998
"2010-08-19",82.550003,83.300003,81.010002,81.190002,8077800,81.190002
"2010-08-20",80.610001,82.690002,80.400002,82.169998,7904900,82.169998
"2010-08-23",81.220001,81.389999,79.239998,79.370003,10254100,79.370003
"2010-08-24",77.739998,78.879997,76.82,77.339996,9577400,77.339996
"2010-08-25",76.410004,78.550003,76,78.300003,7715300,78.300003
"2010-08-26",79.400002,79.43,76.589996,76.599998,6350800,76.599998
"2010-08-27",76.870003,79.68,76.080002,79.370003,7554500,79.370003
"2010-08-30",79.790001,80.599998,77.190002,77.239998,6741300,77.239998
"2010-08-31",76.699997,78.940002,76.040001,78.43,7701700,78.43
"2010-09-01",80.440002,82.550003,79.900002,81.839996,8954500,81.839996
"2010-09-02",82,83.400002,81.620003,82.610001,5593100,82.610001
"2010-09-03",84.010002,84.580002,83.25,84.300003,7335800,84.300003
"2010-09-07",84.099998,84.589996,82.160004,82.269997,6771200,82.269997
"2010-09-08",82.970001,84.43,82.889999,84.190002,6490800,84.190002
"2010-09-09",85.230003,85.550003,83.290001,83.830002,6157600,83.830002
"2010-09-10",84.169998,84.330002,83.25,84.330002,3991100,84.330002
"2010-09-13",85.129997,86.5,85.129997,86.260002,8757700,86.260002
"2010-09-14",85.860001,87.419998,85.800003,86.330002,6565800,86.330002
"2010-09-15",85.910004,86.860001,85.510002,86.300003,4932000,86.300003
"2010-09-16",86.110001,86.300003,85.25,86.089996,4614500,86.089996
"2010-09-17",86.699997,86.699997,85.459999,85.730003,6452100,85.730003
"2010-09-20",86.059998,90,85.860001,89.870003,13065300,89.870003
"2010-09-21",90,92.309998,89.599998,91.190002,13472600,91.190002
"2010-09-22",91.019997,91.980003,90.32,91.809998,6206300,91.809998
"2010-09-23",91.089996,95.169998,90.589996,95.029999,14886400,95.029999
"2010-09-24",97.07,98.129997,95.760002,97.830002,14033400,97.830002
"2010-09-27",99.599998,104.389999,99.449997,103.82,20994200,103.82
"2010-09-28",105.5,107.190002,99.849998,102.040001,22835600,102.040001
"2010-09-29",102.650002,104,101.769997,103.720001,11551800,103.720001
"2010-09-30",104.029999,104.940002,99.879997,102.620003,12909500,102.620003
"2010-10-01",103.459999,103.5,98.68,98.800003,13827200,98.800003
"2010-10-04",98.25,99.379997,95.120003,96.220001,13431900,96.220001
"2010-10-05",98.040001,102.949997,97.610001,102.699997,13751500,102.699997
"2010-10-06",102.949997,103.040001,97.639999,98.400002,17634300,98.400002
"2010-10-07",100.449997,100.449997,97.5,98.489998,11330200,98.489998
"2010-10-08",99.25,99.540001,96.169998,98.620003,11292200,98.620003
"2010-10-11",99.260002,101.830002,99.010002,99.739998,8841600,99.739998
"2010-10-12",99.300003,100.220001,97.610001,99.620003,9738400,99.620003
"2010-10-13",101.5,102.389999,99.209999,99.949997,11515300,99.949997
"2010-10-14",100.010002,100.059998,97.410004,98.199997,9249700,98.199997
"2010-10-15",101.389999,101.489998,98.550003,98.660004,15108000,98.660004
"2010-10-18",99,105.580002,98.699997,103.400002,24254300,103.400002
"2010-10-19",101.989998,103.5,99.099998,100.82,16226700,100.82
"2010-10-20",101.860001,102.129997,99.5,100.010002,12266100,100.010002
"2010-10-21",102.010002,102.779999,100.5,102.480003,19832700,102.480003
"2010-10-22",105.360001,109.339996,104.849998,107.279999,31742200,107.279999
"2010-10-25",109.32,110.050003,107.599998,109.75,14689600,109.75
"2010-10-26",108.870003,113.360001,108.790001,112.620003,15244900,112.620003
"2010-10-27",112.830002,113.459999,110.629997,112.870003,10176100,112.870003
"2010-10-28",113.529999,113.779999,111.169998,112.169998,7022100,112.169998
"2010-10-29",111.330002,111.970001,109.449997,110.010002,8427400,110.010002
"2010-11-01",111.760002,111.830002,106.849998,107.150002,12219400,107.150002
"2010-11-02",108.400002,109.940002,107.400002,109.550003,10307600,109.550003
"2010-11-03",109.68,110.870003,109,110.650002,7566300,110.650002
"2010-11-04",111.860001,112.550003,107.099998,110.059998,13959800,110.059998
"2010-11-05",110.029999,110.5,108.370003,108.800003,8387500,108.800003
"2010-11-08",108.220001,111.230003,108.150002,110.400002,7340300,110.400002
"2010-11-09",110.949997,111,108.5,109.190002,6974100,109.190002
"2010-11-10",109.099998,111.760002,108.25,111.690002,8880300,111.690002
"2010-11-11",110.209999,115.040001,109.449997,114.099998,15478600,114.099998
"2010-11-12",112.970001,114.300003,107.809998,110.639999,15511400,110.639999
"2010-11-15",110.150002,111.18,108.419998,108.800003,6233600,108.800003
"2010-11-16",108,109.169998,103.110001,103.599998,16550500,103.599998
"2010-11-17",104.360001,108.440002,104.010002,106.919998,11242000,106.919998
"2010-11-18",109.669998,110.5,107.269997,108.139999,10180700,108.139999
"2010-11-19",107.809998,109.18,106.580002,108.589996,7503400,108.589996
"2010-11-22",108.900002,109.610001,106.510002,108.870003,8068700,108.870003
"2010-11-23",106.690002,107.669998,105.330002,106.309998,7744500,106.309998
"2010-11-24",107.959999,109.5,107.760002,109,7178100,109
"2010-11-26",107.860001,109.660004,107.550003,109.370003,4500700,109.370003
"2010-11-29",109.510002,110.639999,106.860001,107.379997,8795800,107.379997
"2010-11-30",106.860001,107.199997,104.379997,105.050003,9373400,105.050003
"2010-12-01",107.839996,107.919998,105.940002,106.809998,6835400,106.809998
"2010-12-02",107.010002,108.300003,105.769997,106.370003,7907800,106.370003
"2010-12-03",105.5,109.870003,105.339996,109.230003,9362600,109.230003
"2010-12-06",110.010002,111.720001,109.010002,110.230003,10705500,110.230003
"2010-12-07",111.980003,112.080002,109.629997,109.68,7131700,109.68
"2010-12-08",110.150002,110.150002,107.660004,108.07,5769800,108.07
"2010-12-09",108.400002,109,107.110001,108.07,5731600,108.07
"2010-12-10",107.75,108.57,107.18,107.860001,5679500,107.860001
"2010-12-13",108.190002,110.379997,108.029999,108.309998,7767600,108.309998
"2010-12-14",108.510002,108.739998,106,106.620003,7123200,106.620003
"2010-12-15",106.029999,107.440002,99.82,100.199997,21103200,100.199997
"2010-12-16",99.889999,99.889999,97.349998,98.309998,15228900,98.309998
"2010-12-17",100.040001,100.470001,97.940002,98.739998,10656800,98.739998
"2010-12-20",99.099998,99.199997,94.330002,98.790001,13374500,98.790001
"2010-12-21",99.129997,101.5,99.010002,101.25,8032300,101.25
"2010-12-22",101.089996,101.93,99.690002,100.5,5165000,100.5
"2010-12-23",99.860001,100.459999,99.25,100.160004,3535300,100.160004
"2010-12-27",98.690002,100.199997,97.870003,100.129997,5513100,100.129997
"2010-12-28",99.25,100.129997,98.360001,98.709999,5059700,98.709999
"2010-12-29",99.279999,99.639999,98.699997,99.110001,3016500,99.110001
"2010-12-30",99.029999,99.150002,98.120003,98.209999,3028800,98.209999
"2010-12-31",98,98.239998,96.529999,96.529999,4206400,96.529999
"2011-01-03",97.949997,100.459999,97.580002,99.730003,7421700,99.730003
"2011-01-04",100,101.410004,99.510002,100.970001,7197600,100.970001
"2011-01-05",100.5,104.660004,100.110001,104.629997,8647100,104.629997
"2011-01-06",105.040001,106.160004,103.519997,105.160004,8623200,105.160004
"2011-01-07",105.019997,107.110001,104.379997,106.949997,9014200,106.949997
"2011-01-10",105.769997,106.639999,104.910004,105.980003,6001300,105.980003
"2011-01-11",106.5,107.379997,105.370003,106.279999,5371900,106.279999
"2011-01-12",106.800003,106.800003,105.18,105.93,4236200,105.93
"2011-01-13",105.25,107.949997,105.230003,106.25,7241100,106.25
"2011-01-14",106.370003,107.800003,105.839996,107.730003,4862500,107.730003
"2011-01-18",107.330002,109.25,106.760002,108.150002,5913500,108.150002
"2011-01-19",108,108.959999,106.660004,107.309998,6534300,107.309998
"2011-01-20",106.080002,106.760002,104.370003,105.660004,8062700,105.660004
"2011-01-21",106.870003,107.809998,104.900002,105.099998,7161800,105.099998
"2011-01-24",105.419998,106.449997,101.43,106.360001,9730200,106.360001
"2011-01-25",104.510002,107.550003,104.400002,105.889999,6044200,105.889999
"2011-01-26",105.980003,108.57,105.760002,107.949997,5540400,107.949997
"2011-01-27",108.080002,109.919998,107.199997,109.050003,6441000,109.050003
"2011-01-28",109.489998,109.75,104.830002,106.540001,7937400,106.540001
"2011-01-31",107.510002,109.190002,106.110001,108.629997,10398300,108.629997
"2011-02-01",116.389999,119.209999,115.099998,118.730003,22003600,118.730003
"2011-02-02",118.110001,119.209999,117.830002,118.019997,8682600,118.019997
"2011-02-03",118.25,118.849998,116.669998,118.5,6383500,118.5
"2011-02-04",118.580002,118.900002,116.879997,117.68,4827600,117.68
"2011-02-07",118.080002,120.5,117.300003,118.959999,7632300,118.959999
"2011-02-08",119,120.160004,118.25,119.839996,4288400,119.839996
"2011-02-09",121.550003,124.550003,121.230003,123.010002,8514900,123.010002
"2011-02-10",122.730003,125.900002,121.629997,125.790001,7489100,125.790001
"2011-02-11",126.709999,129.649994,125.300003,129.580002,8111000,129.580002
"2011-02-14",130.949997,131.630005,128.279999,128.809998,7890300,128.809998
"2011-02-15",128.539993,129.279999,126.809998,128.039993,4701800,128.039993
"2011-02-16",128.669998,129.75,127.360001,128.710007,4243200,128.710007
"2011-02-17",129.149994,129.259995,127.779999,128.539993,3601100,128.539993
"2011-02-18",128.830002,128.990005,125.709999,126.800003,5130800,126.800003
"2011-02-22",123.529999,123.739998,118.949997,120.279999,9447300,120.279999
"2011-02-23",120.199997,121.480003,112.949997,115.900002,11786400,115.900002
"2011-02-24",116.709999,119.860001,115.5,118.809998,6785200,118.809998
"2011-02-25",120.5,121.720001,119.620003,120.589996,4825300,120.589996
"2011-02-28",122.739998,123.120003,119.75,121.160004,4371700,121.160004
"2011-03-01",119.720001,120.550003,117,117.830002,5781000,117.830002
"2011-03-02",117.209999,120.230003,117.209999,119.489998,3717900,119.489998
"2011-03-03",121.800003,122.139999,120.220001,121.849998,4039400,121.849998
"2011-03-04",122.5,123.580002,121.699997,122.339996,4478200,122.339996
"2011-03-07",123.099998,123.230003,117.809998,120.18,5157000,120.18
"2011-03-08",119.980003,121.599998,118.25,120.18,3472700,120.18
"2011-03-09",120.120003,120.610001,118.300003,119.75,4001600,119.75
"2011-03-10",117.989998,121.5,117.099998,120.870003,6269200,120.870003
"2011-03-11",119.559998,125.300003,119.25,124.959999,6855500,124.959999
"2011-03-14",124.099998,125.400002,121.849998,124.059998,6217600,124.059998
"2011-03-15",119,123.269997,118,122.230003,6405900,122.230003
"2011-03-16",123.019997,125.089996,119.410004,120.559998,8217700,120.559998
"2011-03-17",122.510002,123.949997,120.879997,121.639999,6143400,121.639999
"2011-03-18",122.370003,123.300003,120.5,120.5,6061600,120.5
"2011-03-21",122.050003,124.879997,121.849998,124,5750200,124
"2011-03-22",124.440002,127.330002,123.68,127.089996,6785600,127.089996
"2011-03-23",126.910004,133.970001,126.010002,132.580002,13585700,132.580002
"2011-03-24",134.490005,135,130.809998,133.479996,9865300,133.479996
"2011-03-25",134.330002,136.490005,134,134.919998,9326800,134.919998
"2011-03-28",136.130005,136.300003,133.399994,133.669998,6488900,133.669998
"2011-03-29",133.119995,136.240005,132.800003,136,5230700,136
"2011-03-30",138.25,138.529999,135.5,136.380005,7553100,136.380005
"2011-03-31",136.229996,137.889999,135.5,137.809998,4945700,137.809998
"2011-04-01",138.449997,139.440002,137.300003,138.830002,7246200,138.830002
"2011-04-04",140,143.110001,138.899994,143.110001,8118800,143.110001
"2011-04-05",143.199997,143.479996,140.300003,141.649994,5822400,141.649994
"2011-04-06",142.169998,142.949997,136.020004,137.25,8908100,137.25
"2011-04-07",137.380005,139.210007,136.199997,139.100006,6105100,139.100006
"2011-04-08",140.100006,142.5,139.649994,141.880005,7833200,141.880005
"2011-04-11",147.410004,148.919998,143.5,145.679993,16613600,145.679993
"2011-04-12",145.279999,145.279999,140.080002,140.710007,9144400,140.710007
"2011-04-13",143.339996,146.229996,142.210007,145.690002,9388900,145.690002
"2011-04-14",145.619995,147.25,144.679993,147.009995,7452400,147.009995
"2011-04-15",146.809998,147.300003,144.520004,146.809998,5677000,146.809998
"2011-04-18",145.190002,145.949997,141.160004,145.889999,8010800,145.889999
"2011-04-19",146.25,150,145.660004,149.899994,9663100,149.899994
"2011-04-20",152.699997,154,148.449997,149.309998,7663800,149.309998
"2011-04-21",148.360001,150.550003,147.210007,148.649994,5917600,148.649994
"2011-04-25",149.160004,152.580002,148.690002,151.960007,6283200,151.960007
"2011-04-26",152.949997,154.889999,149.669998,152.369995,8700000,152.369995
"2011-04-27",153.600006,153.669998,146.179993,151.110001,12070400,151.110001
"2011-04-28",151.470001,156.039993,146.350006,148.25,17200000,148.25
"2011-04-29",147.800003,150.889999,147.199997,148.520004,8935800,148.520004
"2011-05-02",149.929993,150.5,147.110001,147.470001,5967000,147.470001
"2011-05-03",147.830002,148.399994,136.5,139.839996,15585800,139.839996
"2011-05-04",138.759995,141.850006,134.279999,139.009995,13975500,139.009995
"2011-05-05",137.199997,142.479996,136.509995,140.190002,7572700,140.190002
"2011-05-06",142.5,143.509995,140.550003,141.259995,6627500,141.259995
"2011-05-09",142.259995,143.330002,139.610001,142.619995,4636300,142.619995
"2011-05-10",143.419998,143.690002,140.570007,142.240005,5433400,142.240005
"2011-05-11",142,142.559998,137.600006,138.899994,6229900,138.899994
"2011-05-12",137.710007,139.270004,135.649994,138.199997,6914700,138.199997
"2011-05-13",137.149994,137.389999,131.020004,131.279999,13656200,131.279999
"2011-05-16",129.070007,135.5,127.360001,127.769997,12899700,127.769997
"2011-05-17",127.870003,131.949997,124.660004,131.809998,13981400,131.809998
"2011-05-18",132.880005,133.710007,131.330002,131.839996,6454300,131.839996
"2011-05-19",132.550003,136.25,132.139999,135.880005,7790500,135.880005
"2011-05-20",135.570007,136.330002,133.850006,134.690002,5853700,134.690002
"2011-05-23",130.5,131.130005,128.710007,129.470001,8093500,129.470001
"2011-05-24",131.509995,131.559998,129,129.259995,5600000,129.259995
"2011-05-25",129.210007,132.419998,129.149994,129.539993,5627700,129.539993
"2011-05-26",130.279999,130.630005,127.779999,129.949997,6194900,129.949997
"2011-05-27",130.270004,134.75,130.020004,133.929993,6465200,133.929993
"2011-05-31",136.839996,137.199997,134.25,135.710007,5505100,135.710007
"2011-06-01",135,137.149994,132.149994,132.470001,6866400,132.470001
"2011-06-02",132.809998,138.669998,132.759995,138.490005,8349300,138.490005
"2011-06-03",136.360001,139.089996,132.5,133.210007,8889100,133.210007
"2011-06-06",134.369995,134.740005,125.900002,126.970001,9966600,126.970001
"2011-06-07",127.879997,128.389999,121.120003,124.82,16890600,124.82
"2011-06-08",124.529999,126.330002,119.879997,120.669998,13080800,120.669998
"2011-06-09",121.489998,124.379997,118.900002,123.209999,13714500,123.209999
"2011-06-10",122.620003,124.720001,121.080002,121.690002,8987100,121.690002
"2011-06-13",121.290001,123.75,117.529999,118.029999,10564000,118.029999
"2011-06-14",120.809998,125.349998,120.610001,124.82,10262600,124.82
"2011-06-15",123.510002,123.809998,118.32,118.839996,11555400,118.839996
"2011-06-16",120.099998,121.330002,114.139999,116.239998,13114900,116.239998
"2011-06-17",119.489998,119.790001,116.580002,117.68,11399300,117.68
"2011-06-20",117.110001,120.970001,116.599998,118.279999,8112500,118.279999
"2011-06-21",121.230003,127.75,120.809998,127.709999,11291700,127.709999
"2011-06-22",127.010002,127.480003,124.5,124.870003,8932400,124.870003
"2011-06-23",121.839996,129.350006,121.510002,129.220001,10402800,129.220001
"2011-06-24",130.460007,131.440002,127.75,128.679993,9912800,128.679993
"2011-06-27",129.190002,134.240005,129.190002,133.169998,7429200,133.169998
"2011-06-28",134,137,133.5,136.169998,7972500,136.169998
